,batch_size,input_size,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,region,cloud_provider,cloud_region,cpu_count,gpu_count,longitude,latitude,ram_total_size,rep_no,macs,forward_passes
10,130,3539667,31.15520675977071,0.0010229491808910667,0.032834623341160066,77.01012610011763,29.947333333333336,288.75,2.836367751088148e-05,1.1010951351132593e-05,0.00010563593506996833,0.00014501056393198834,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,25.333333333333332
11,438,2413180,31.331339518229168,0.0010281573460644666,0.03281487371709883,75.63093168983599,29.700666666666667,288.75,7.427653609812963e-05,2.8717819352444443e-05,0.00027653954859684814,0.0003795339040474333,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,9.0
12,11,1753377,30.062563339869182,0.0012357639628195333,0.04110413291457996,78.7781267303469,29.572666666666667,288.75,7.94463616228899e-07,2.9605728086971215e-07,3.816708878099988e-06,4.907229775198718e-06,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,836.6666666666666
13,235,3124746,31.792945226033527,0.0010435326549617333,0.0328244650527047,76.90675352658405,29.75966666666667,288.75,4.477887143002709e-05,1.7300330348308025e-05,0.00016677443584276722,0.00022885363762111007,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,16.333333333333332
14,288,321781,30.111257553100586,0.0012351607710761332,0.04100980355756673,76.28438844647904,29.501,288.75,3.3388972724328213e-06,1.2384619537733701e-06,1.609989718776897e-05,2.0677256413975832e-05,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,198.33333333333334
15,358,1068332,30.47463830312093,0.0011245759886971,0.0369452212355886,76.16937046151058,29.790999999999997,288.75,1.888970208653205e-05,7.194832353821521e-06,7.827694345259436e-05,0.00010436147789295078,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,38.333333333333336
16,67,1737900,30.126604080200195,0.0013560800213466334,0.045012726098223634,76.1067267528117,29.696,288.75,4.587977154395135e-06,1.7256772479910203e-06,2.497372064298492e-05,3.1287375045372e-05,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,144.0
17,459,1809612,30.35069211324056,0.0011192545814603001,0.036897309793165134,52.05667463297845,29.76733333333333,288.75,3.7245813909418486e-05,1.972683600115591e-05,0.0001900926599279027,0.00024706530983848184,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,17.0
18,329,2785382,30.782286246617634,0.0011429060971688,0.037182804078006365,50.37602696472004,29.848666666666663,288.75,6.509609773423667e-05,2.9690727420099997e-05,0.00028491619716087337,0.00037970302231522335,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,10.0
19,10,1845504,30.057530005772907,0.0012347493138631334,0.041077016420377095,79.04493213370226,29.751000000000005,288.75,7.09503980406444e-07,2.686113144290158e-07,3.4392157079930334e-06,4.417331002828601e-06,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,928.3333333333334
20,384,4721854,32.04784631729126,0.0011870569732484334,0.03729201725423847,75.50329032777239,30.10966666666667,288.75,0.00012770668933193,5.856043345000556e-05,0.0005598754488704256,0.0007461425716523865,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,5.333333333333333
21,278,2550963,31.221872329711914,0.0010253523135872334,0.032842094488866595,76.688092396602,29.810000000000002,288.75,4.385066871669788e-05,1.707157131494225e-05,0.00016376320730738148,0.0002246854473390282,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,16.333333333333332
22,29,720336,30.04874324798584,0.0011160572845940666,0.03713859238973463,79.15586773520458,30.19600000000001,288.75,7.900979721432689e-07,3.0036046162287505e-07,3.3449594587938425e-06,4.435417892560067e-06,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,836.3333333333334
23,449,2125564,32.02975885073344,0.0010499722744653332,0.032781162164680765,75.89907236246614,29.797,288.75,6.772659533863333e-05,2.6624201842616668e-05,0.0002544772009799867,0.00034882799816124665,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,10.0
24,126,1425503,30.31847882270813,0.0010000016427331334,0.0329832122135307,77.48094780059287,29.861333333333334,288.75,7.055887680757092e-06,2.6716328796212766e-06,2.5615719799171986e-05,3.534324035955142e-05,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,94.0
25,279,528660,30.14487361907959,0.0012366838794927667,0.0410419362886026,75.36516725797183,30.09766666666667,288.75,5.397117900900153e-06,2.032330688886037e-06,2.6001065357113067e-05,3.34305139468998e-05,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,123.0
26,416,1189171,30.714390595753986,0.0011294515587333667,0.03683508028000317,77.16579050045195,29.93166666666667,288.75,3.0040585401047357e-05,1.1697073917444314e-05,0.00013445977780755382,0.00017619743712605007,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,23.666666666666668
27,358,1594546,30.659632126490276,0.0010075383245749,0.0328624163770218,76.8542182852006,29.632666666666665,288.75,2.8685967972992397e-05,1.094085439283945e-05,0.00010573970548095897,0.00014536652784679404,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,25.0
28,267,1588362,30.24641974767049,0.0011164655625344334,0.036905268541938506,75.36444151986244,29.854,288.75,2.1428881635017706e-05,8.252816865402441e-06,9.840372067018926e-05,0.00012808541917061343,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,33.0
29,51,2774631,30.18369205792745,0.0009961816002904333,0.0330040913098169,77.98596169687306,29.732,288.75,5.651203537916103e-06,2.1367879940993518e-06,2.0579997340313503e-05,2.8367988872329814e-05,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,116.66666666666667
30,60,4053735,30.26114535331726,0.0011188764144967334,0.036983206921770366,76.79833534697394,30.023666666666667,288.75,9.664834410959719e-06,3.687163592018187e-06,4.1076253757248834e-05,5.442825176022771e-05,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,68.33333333333333
31,428,1116343,30.764610767364502,0.0010103945934863,0.03284381859589333,76.64320167625034,30.049333333333333,288.75,2.9132967707073292e-05,1.133650468704922e-05,0.00010860852213349875,0.00014907799452762568,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,24.666666666666668
32,359,2645259,31.705615997314453,0.0010395685681561,0.032787818744424664,76.84103456610846,30.034666666666666,288.75,6.713405801275667e-05,2.6294032558436666e-05,0.00025194352675642664,0.00034537161732762996,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,10.0
33,300,120627,30.086129983266193,0.0013565475938298332,0.045088805024042895,77.21705775747877,30.08366666666667,288.75,1.1690070907600882e-06,4.4114672785035765e-07,6.324552668463809e-06,7.934706487074431e-06,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,568.0
34,317,142821,30.07981038093567,0.0013559276817573,0.0450776802776299,77.68673383280107,30.167666666666666,288.75,1.5068356162072784e-06,5.723236810738062e-07,8.175044629377146e-06,1.0254203926658384e-05,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,439.3333333333333
35,174,1213853,30.3227375348409,0.0010017298118990667,0.03303558848787253,78.21501023119718,30.427000000000003,288.75,8.291655427957212e-06,3.169917608408426e-06,2.996677905770724e-05,4.1428352094074535e-05,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,80.33333333333333
36,41,456429,30.075761318206787,0.0013577666140558668,0.045144881230684164,78.329199758769,30.290666666666667,288.75,6.981411968903376e-07,2.651365455485543e-07,3.7766919902665292e-06,4.739969732705526e-06,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,951.6666666666666
37,212,3178391,31.698076407114666,0.0010426066348518334,0.0328929812200806,77.00115400775543,30.414666666666665,288.75,4.1409864083946474e-05,1.624835956157257e-05,0.00015406432962582943,0.00021172255327135353,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,17.666666666666668
38,252,1250317,30.498161395390827,0.0011261377079859,0.036967712611150234,76.21978680158196,30.442666666666668,288.75,1.5838865794980797e-05,6.14314145320743e-06,6.575631688221431e-05,8.773832413040495e-05,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,45.333333333333336
39,44,3790520,30.121846357981365,0.0012355013132159,0.041026570314249604,77.01846524559706,29.817666666666668,288.75,6.5536087916261255e-06,2.4877004064830234e-06,3.174736462267835e-05,4.078867382078916e-05,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,100.66666666666667
40,405,4792579,31.86818798383077,0.0010452831651572,0.0328001579045772,75.79914523710879,29.790333333333336,288.75,0.00013532254623942,5.286901083652667e-05,0.0005063487519986,0.0006945403090745667,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,5.0
41,264,2167326,31.088296333948772,0.0010224765150174666,0.03288998313902307,77.07673346875833,29.814999999999998,288.75,3.5373398443568465e-05,1.3817094013913076e-05,0.00013146372141398333,0.00018065421387147016,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,20.333333333333332
42,508,431920,30.28258228302002,0.0011219127452235334,0.037065385976401334,77.20724639839658,29.916666666666668,288.75,7.965570318658333e-06,2.994358620876587e-06,3.3412509963467855e-05,4.437243890300437e-05,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,84.0
43,379,4646089,34.833233753840126,0.0011448047282494333,0.0328648170129855,76.67227660763989,30.123,288.75,0.00012338905752288336,4.875715334546666e-05,0.0004617434503993389,0.0006338896612677112,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,6.0
44,279,987853,30.33066749572754,0.0011239818830642333,0.0370838397066828,78.2094571377681,30.249000000000006,288.75,1.0726070933094376e-05,4.090959129640177e-06,4.512593493752668e-05,5.994296500026337e-05,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,62.333333333333336
45,228,1982675,30.480701367060345,0.0011223719760727333,0.036876895840293536,75.62442721684258,30.131666666666664,288.75,2.7768295240335373e-05,1.0892690438240555e-05,0.00011438352616710611,0.00015304451184568627,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,25.333333333333332
46,373,730862,30.444696346918743,0.0010063400846013,0.033054667579274,79.28944305503849,30.078666666666667,288.75,1.0268729103541041e-05,3.8815974740424865e-06,3.7025541182171585e-05,5.1175867759756646e-05,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,65.33333333333333
47,131,1069594,30.19646430015564,0.0011183148452001,0.037041280802828466,75.2614824814374,30.197000000000003,288.75,5.401286362294712e-06,2.048510739313026e-06,2.278405801624862e-05,3.0233855117856902e-05,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,123.0
48,404,3430133,31.967220544815063,0.0010491308639342333,0.032818684298295236,76.02900239602293,29.933000000000003,288.75,9.695227539244286e-05,3.808134490395238e-05,0.0003628927508162096,0.0004979263711126143,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,7.0
49,254,125475,30.08903996149699,0.0013567883854873333,0.04509244339803307,76.67732271191471,30.14833333333333,288.75,1.0367670238858983e-06,3.9481719120907437e-07,5.626255880409641e-06,7.057840095504771e-06,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,638.6666666666666
50,350,3064900,32.25373927752177,0.001059976643706,0.032863694396857795,76.45462716260295,30.136,288.75,7.641208212755186e-05,3.0128190538407406e-05,0.0002847394038589593,0.00039127967652492963,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,9.0
51,257,814532,30.20192774136861,0.0012398397602421667,0.04107252300613926,75.83574124759889,30.361666666666668,288.75,7.996212411671266e-06,3.044607216048895e-06,3.842703986128292e-05,4.946785948900389e-05,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,83.33333333333333
52,229,4238228,32.345580418904625,0.0010616577178026,0.03282260679926904,76.10490026159907,30.117000000000004,288.75,6.856340109141334e-05,2.7185336180609997e-05,0.00025696146797802,0.00035271020525005334,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,10.0
53,277,3166824,31.465811093648274,0.0010334400804396333,0.03284546266692077,76.77156283305312,30.003,288.75,5.2638053991053585e-05,2.0543099012734128e-05,0.0001963089684340292,0.0002694901214378265,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,13.666666666666666
54,190,1610502,30.35931650797526,0.0011208170035036,0.036945817296963564,78.2374355440657,30.14366666666667,288.75,1.5376012905640146e-05,5.979282899702549e-06,7.07527838732998e-05,9.210807967864425e-05,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,46.333333333333336
55,460,568672,30.393259207407635,0.0010047741482176666,0.03305915403236243,78.58845278988927,29.86,288.75,9.535240454159914e-06,3.6090453990205165e-06,3.4319568124594896e-05,4.7463853977776273e-05,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,70.33333333333333
56,240,921727,30.252677361170452,0.0009996744210370332,0.0330443415147065,78.03484937937557,29.902666666666665,288.75,8.48041518321948e-06,3.2146051165618196e-06,3.0703645759653135e-05,4.239866605943571e-05,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,78.33333333333333
57,38,801552,30.0716552734375,0.0013557822830382001,0.045085054577223005,77.90854085405026,30.022333333333336,288.75,1.1324278688349293e-06,4.290112476519797e-07,6.147090097569529e-06,7.708529214056552e-06,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,584.3333333333334
58,44,2338150,30.152012507120773,0.0012371182531174,0.04103750774332827,76.0883369930367,30.294666666666668,288.75,4.050650589282821e-06,1.553456173328096e-06,1.959774121079964e-05,2.5201847973411373e-05,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,163.0
59,147,738799,30.14308762550354,0.0012382128134335,0.04108666475945603,77.35658726968181,30.204666666666668,288.75,4.088315704056449e-06,1.5613289822564806e-06,1.9735024644576456e-05,2.538466933089021e-05,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,162.33333333333334
60,167,2481499,30.61468513806661,0.0010084688043158,0.032942044239458866,76.35437237844043,30.154333333333337,288.75,2.1051683117636892e-05,8.182106417323788e-06,7.772232046350773e-05,0.00010695610999846923,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,34.0
61,71,757534,30.1028204758962,0.0013582327752217332,0.045119776938852905,74.0648833568502,30.623333333333335,288.75,2.021803482424389e-06,7.767747505725152e-07,1.094590181368312e-05,1.3744480046680327e-05,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,328.3333333333333
62,212,2858910,30.536126295725506,0.0011262998342846,0.0369342317821811,76.10020294213275,30.21766666666667,288.75,3.0924921726196545e-05,1.2019708581643704e-05,0.00012897795384496494,0.0001719225841528099,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,23.0
63,508,4100772,34.24134604136149,0.0011233697983922665,0.032807485705175735,76.17607608740417,30.024,288.75,0.0001449040927009533,5.7341126890333336e-05,0.00054417989561954,0.0007464251152108399,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,5.0
64,381,2279510,31.080343008041382,0.0010212037774461333,0.032858004387807595,76.80916619792612,29.750333333333334,288.75,5.365999668903636e-05,2.0912333767978915e-05,0.00020071594467331797,0.0002752882751303396,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,13.333333333333334
65,241,4479254,32.52920651435852,0.0010663052761250335,0.032779880827378434,75.94173048328697,29.701000000000004,288.75,7.641667357155556e-05,2.9906508820496297e-05,0.0002872926448966185,0.0003936158272886889,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,9.0
66,303,4447382,31.77914849917094,0.0010419552702648,0.0327872489533365,75.52833208297437,29.953000000000003,288.75,9.617850681046191e-05,3.7726728949123805e-05,0.0003606155379778714,0.0004945207737374761,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,7.0
67,105,3933237,30.096864620844524,0.0013530781272601666,0.044957390062536164,74.88087581604641,29.999333333333336,288.75,2.1305062172238952e-05,8.288228178713187e-06,0.00011847246193095995,0.00014806575228191622,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,33.0
68,23,3264624,30.084406932195026,0.0013550637775658,0.04504208719561823,76.53823765282232,30.096333333333334,288.75,2.9778127173553997e-06,1.1414195509452002e-06,1.6252415184621942e-05,2.0371647452922844e-05,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,221.0
69,444,4170638,30.885135650634766,0.0011496876960114001,0.03729882756537423,75.01176135510042,30.188333333333333,288.75,0.00013093992004813333,6.0180501899893326e-05,0.0005727916684249999,0.0007639120903730467,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,5.0
70,56,3432997,30.30169661839803,0.0009997932312196,0.03299464357807613,77.31991865244959,29.915333333333333,288.75,7.720503469121373e-06,2.9521848055479347e-06,2.810132327208485e-05,3.87740115467561e-05,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,85.66666666666667
71,51,3172908,30.228726704915363,0.0009983595653416334,0.033027107833400564,78.02175519581924,29.968666666666667,288.75,6.402401146727891e-06,2.4392265712803584e-06,2.3256991628246675e-05,3.209861934625589e-05,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,103.33333333333333
72,382,4845643,32.59485252698263,0.0011936780976459667,0.036892374438534034,75.88221651148189,30.218,288.75,0.00012968469678778887,5.1311026069325556e-05,0.0005686170760569644,0.0007496127989141043,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,5.333333333333333
73,150,595682,30.07762010892232,0.0013570814565265668,0.045119319242774236,78.39886951738406,30.508666666666667,288.75,3.301377233597325e-06,1.2560147448324725e-06,1.7838514159851025e-05,2.239590613828149e-05,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,201.33333333333334
74,92,4395436,30.41073727607727,0.0011223854400588668,0.036953323680085436,77.46682039809886,30.408,288.75,2.045025650273598e-05,7.984105374784234e-06,8.526138863757404e-05,0.00011369575051509735,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,35.0
75,231,1028860,30.33084003130595,0.0010023879824358334,0.033048505866785836,78.6199203288271,30.362,288.75,9.050956395684092e-06,3.4438456054943103e-06,3.2713378031106476e-05,4.520818003228624e-05,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,73.66666666666667
76,163,4981406,30.530007521311443,0.0012476791319612,0.04095313463807117,76.40571821533523,30.146666666666665,288.75,4.117479128989129e-05,1.5936498570944927e-05,0.00020891049011023625,0.0002660217799710818,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,17.333333333333332
77,335,2063426,30.28067747751872,0.0012509504150813998,0.0413400512912013,51.412863218666196,30.192333333333334,288.75,4.198028543337981e-05,2.2961831070513246e-05,0.00021872983471466078,0.00028367195121856034,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,16.666666666666668
78,303,4114388,32.94794805844625,0.0010808495053504,0.032804812824339065,76.23808563437142,30.11866666666667,288.75,8.717143856810834e-05,3.44185797028125e-05,0.0003272677497317333,0.00044885776800265837,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,8.0
79,466,4598521,36.293336391448975,0.0011912377146755667,0.03282268792945164,76.18159097010805,29.969333333333335,288.75,0.00015339860379285332,6.046655316001333e-05,0.0005776549192435134,0.0007915200761963934,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,5.0
80,6,4828739,30.056665817896526,0.0012349153305803333,0.04108426128372813,78.63488032855888,30.301333333333343,288.75,1.1183963121890655e-06,4.31084543165079e-07,5.441967368804389e-06,6.991448224158647e-06,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,586.6666666666666
81,118,3793629,30.547386646270752,0.0010040527525943,0.032869084170246164,76.0667378911483,30.217000000000002,288.75,2.7566897354048466e-05,1.085349620175928e-05,0.00010291724023887284,0.00014133763379468316,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,25.666666666666668
82,424,4822012,33.572874546051025,0.0011017809757808666,0.0328178188203126,76.04106284933712,30.008,288.75,0.00014224033444031333,5.6077233421166665e-05,0.0005337628147171466,0.0007320803825786533,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,5.0
83,291,4914712,33.20215058326721,0.0010893522380693665,0.032809707018844336,75.99002275205251,29.782,288.75,0.00010039915225046667,3.95767326612e-05,0.00037703989015684284,0.0005170157750685238,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,7.0
84,505,435792,30.14718532562256,0.0013580854410193,0.04504850331838343,75.6866607073268,29.820000000000004,288.75,8.014328517188523e-06,3.0084446641677478e-06,4.334269440686488e-05,5.436546758822195e-05,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,83.0
85,142,3502432,30.585736354192097,0.0011278093405175,0.03692146815552693,76.7188820283482,29.71466666666667,288.75,2.5000298538407084e-05,9.621742554428322e-06,0.00011478554157616982,0.00014940758266900904,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,28.666666666666668
86,38,422122,30.052889664967854,0.0012343871239702668,0.041072493936883565,79.23916560208717,29.385666666666665,288.75,5.81397597232601e-07,2.150353656215774e-07,2.799514011099377e-06,3.595946973953672e-06,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,1140.6666666666667
87,53,2206349,30.173230330149334,0.0012359407099450331,0.04096791535287827,75.11871448372862,29.66,288.75,4.660942169849691e-06,1.7465260481566475e-06,2.2583814270958532e-05,2.8991282488965573e-05,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,141.66666666666666
88,371,4364552,31.848322073618572,0.0010440581617048668,0.0327822891095165,75.78540804482527,29.801666666666666,288.75,0.0001122257941787,4.407796819921666e-05,0.0004218015320323055,0.0005781052944102389,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,6.0
89,355,1226665,30.67308147748312,0.0010096528057951333,0.03291779015638727,77.16073306904622,29.996,288.75,2.2151338045475776e-05,8.551565388563158e-06,8.166574063051689e-05,0.00011236864406456074,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,32.333333333333336
90,167,1214338,30.343840042750042,0.0010017872457647667,0.03301452043360306,78.65126626117583,29.898666666666667,288.75,7.909064325196853e-06,2.9781859692001873e-06,2.8578697221032495e-05,3.946594751543072e-05,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,84.33333333333333
91,41,3794801,30.21785044670105,0.0011173524338911665,0.036980570859462464,75.95397916535637,29.575666666666667,288.75,6.223306619988157e-06,2.3440908013532006e-06,2.628913317369678e-05,3.485653059503938e-05,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,106.33333333333333
92,146,4987770,31.55025307337443,0.0010399862166217333,0.0329642593844272,77.9687232179152,29.723,288.75,3.739851270337291e-05,1.4374851763427537e-05,0.00013775937627877503,0.00018953274074558094,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,19.666666666666668
93,328,2840946,31.148113489151,0.0010183739943952,0.032694140549107936,75.84401650023318,30.13066666666667,288.75,6.624013588095e-05,2.5852761257466663e-05,0.00024623733355766663,0.0003383302306960933,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,10.0
94,448,2112499,32.01052705446879,0.0010481358383716,0.032743612665414305,76.42101805065039,29.712333333333333,288.75,6.785518090446667e-05,2.6430835220020003e-05,0.0002539318703777234,0.0003482178865022167,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,10.0
95,409,2405324,33.091397205988564,0.0010852821653676665,0.032796473074527537,76.53852157959635,29.426000000000002,288.75,7.035569870117333e-05,2.7181872993986667e-05,0.0002630212872309767,0.00036055885892615,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,10.0
96,60,4572574,30.15489951769511,0.0012361620823219332,0.04100843209583503,76.6581412047344,29.875666666666664,288.75,1.0892853599267887e-05,4.10588021109133e-06,5.262863592801593e-05,6.762736973837625e-05,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,60.666666666666664
97,48,1036273,30.08216341336568,0.0012359844715910666,0.04108199441740434,75.64970925965072,29.94633333333334,288.75,1.9160950630619433e-06,7.189943811599988e-07,9.226199960369319e-06,1.1861289404591548e-05,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,346.0
98,455,3909629,35.24602564175924,0.0011568326925756667,0.03282162924262216,76.60807194957069,29.77933333333333,288.75,0.00012489705275705557,4.854552934106111e-05,0.00046710708156503334,0.0006405496636631723,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,6.0
99,114,2783000,30.19166660308838,0.0011139853031909668,0.03691371824910023,77.24297634822787,29.771666666666665,288.75,1.6089962581715844e-05,6.1578315886974355e-06,7.353168835497188e-05,9.577948252538818e-05,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,44.0
100,258,2117681,31.08078416188558,0.0011410593925021333,0.036830198193780535,75.98351552238303,29.656333333333333,288.75,3.3577461335256076e-05,1.3040061817396012e-05,0.00013810220122450752,0.00018471972437716463,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,21.333333333333332
101,221,3580992,30.786261955897015,0.0010139479119716333,0.03293659291543877,77.51538081569629,30.208,288.75,3.970591443996786e-05,1.5361683748114284e-05,0.00014608585114969842,0.00020115344933778652,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,18.0
102,124,554491,30.107495943705242,0.0013571612808632335,0.04507723006047796,77.0509956264036,29.863,288.75,2.530660628066389e-06,9.470655279062103e-07,1.3645457029114654e-05,1.7123183185087757e-05,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,263.3333333333333
103,386,266405,30.102566480636597,0.0013568550422709668,0.04507440045451241,75.50904056905033,29.878333333333334,288.75,3.719368431925129e-06,1.398504407540192e-06,2.0112604305022323e-05,2.5230477144488393e-05,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,178.66666666666666
104,66,134872,30.057746013005573,0.0013543875249142,0.045059522499370064,76.60492011334075,29.634333333333334,288.75,2.9066244537738734e-07,1.0827936419077675e-07,1.5725169439299593e-06,1.971458753498167e-06,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,2282.6666666666665
105,71,312739,30.06615440050761,0.0013564566996248,0.0451157379801718,79.8648846835723,29.974666666666668,288.75,8.077192490241098e-07,3.0331456464806106e-07,4.3626333299066705e-06,5.473667143578964e-06,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,823.3333333333334
106,191,594433,30.092476924260456,0.0013570891124322334,0.045097324887575806,75.22469709138336,30.005666666666666,288.75,4.19162410183116e-06,1.5829415139060127e-06,2.2641968779427873e-05,2.8416534395165886e-05,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,158.66666666666666
107,31,1691412,30.093263308207195,0.0013554610092136668,0.04504201334220547,77.35052062240561,29.758333333333336,288.75,2.068448845547107e-06,7.794331631528537e-07,1.1269875487230872e-05,1.4117757495931146e-05,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,319.0
108,184,3945620,31.382715463638306,0.0010313547290458334,0.0328652820411469,76.84312839490343,30.077,288.75,4.419715656697135e-05,1.734973955893545e-05,0.00016477285739586352,0.00022631975352177948,,,,2.0,1.0,9.491,51.299299999999995,770.0,2.0,0.0,16.333333333333332
