batch_size,image_size,kernel_size,in_channels,stride,padding,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,cpu_count,gpu_count,ram_total_size,rep_no,macs,forward_passes
10,109,5,34,5,0,30.039173762003582,0.0009654456661065667,0.032139552099511866,75.0820486026471,30.05266666666667,288.75,1.4270748730205973e-07,5.7250517417634315e-08,5.310609060110126e-07,7.310189107307447e-07,2.0,1.0,770.0,2.0,1874250.0,4387.666666666667
122,177,9,435,3,3,40.03557578722636,0.0012782156575475332,0.031927007706579635,73.63709925200025,30.668000000000003,288.75,0.00041035861657363334,0.00016880897030976667,0.0015441142362852666,0.0021232818231687336,2.0,1.0,770.0,2.0,7481835135.0,2.0
227,188,10,103,5,2,32.03825116157532,0.00102459710070645,0.03198043690061205,74.08989446770602,30.741500000000002,288.75,8.22292343076375e-05,3.4010480974662504e-05,0.00030925741956258125,0.0004254971348448875,2.0,1.0,770.0,2.5,1600429450.0,8.0
65,24,6,427,3,2,30.081785599390667,0.0009628107638222668,0.032006442162723935,73.99204087445266,30.389333333333337,288.75,2.0711608714592886e-06,8.509353696611651e-07,7.787878173698899e-06,1.0709974414819798e-05,2.0,1.0,770.0,2.0,31973760.0,298.6666666666667
142,58,9,451,1,2,39.42761905988058,0.0012585288087425333,0.03191996359517887,73.1443022068692,30.355999999999998,288.75,0.00040395146515161666,0.00016645708673585,0.0015201708646283999,0.0020905794165159333,2.0,1.0,770.0,2.0,7563232116.0,2.0
200,187,5,31,2,0,30.52863605817159,0.0009757529906058667,0.0319619197501955,74.56706853505175,30.727666666666668,288.75,5.2512449448191664e-05,2.1538876521441664e-05,0.0001960906980076278,0.0002701420239772723,2.0,1.0,770.0,2.0,655960000.0,12.0
118,34,9,345,5,2,30.09375023841858,0.0009637956018596332,0.0320264398209321,74.21840560999091,30.689000000000004,288.75,3.0782414001159997e-06,1.2672517262130749e-06,1.1558417733937646e-05,1.5903910860267216e-05,2.0,1.0,770.0,2.0,59355180.0,201.33333333333334
14,105,8,124,4,3,30.07159399986267,0.0009625739441089333,0.03200940501921246,73.9211074358114,30.738333333333333,288.75,2.0364624560845983e-06,8.41303057221012e-07,7.676426170179977e-06,1.05541916834857e-05,2.0,1.0,770.0,2.0,37553152.0,303.0
103,104,6,422,1,2,55.986929734547935,0.0017886563453572,0.03194773653147506,73.6085664492,30.394000000000002,288.75,0.0005738871667945166,0.0002379487113769,0.0021593540642823998,0.0029711899424539,2.0,1.0,770.0,2.0,8300354292.0,2.0
15,48,5,163,1,1,30.16883047421773,0.0010110804192933667,0.03351095716604733,72.46817255386698,30.27333333333333,288.75,4.728931131519101e-06,1.9419780494071383e-06,1.9033286639017754e-05,2.57041958199445e-05,2.0,1.0,770.0,2.0,64670250.0,130.66666666666666
143,7,1,270,4,0,30.032598336537685,0.0009714384339999665,0.0323461332863321,76.64392058453627,30.314000000000004,288.75,1.935495167301195e-08,7.619929679857671e-09,7.071865521652147e-08,9.769353656939411e-08,2.0,1.0,770.0,2.0,77220.0,33035.666666666664
177,124,2,185,4,0,30.504743576049805,0.0009764874158729667,0.03201092449620963,74.89514517157126,30.249,288.75,1.484600427343411e-05,5.936919767695349e-06,5.466229081423256e-05,7.544521485536434e-05,2.0,1.0,770.0,2.0,62935890.0,43.0
23,216,4,351,2,1,31.94908269246419,0.0010220525773120667,0.03199012480522757,74.92833602959742,30.066666666666666,288.75,7.364876802390371e-05,2.9814811751462963e-05,0.00027381681052070374,0.0003772803902960778,2.0,1.0,770.0,2.0,753307776.0,9.0
219,16,5,151,3,2,30.061922470728557,0.0009624664369049667,0.032016119052286934,74.23545717316632,30.35366666666667,288.75,1.0203871712017776e-06,4.1491044832909685e-07,3.832537206798044e-06,5.267834826329137e-06,2.0,1.0,770.0,2.0,14881050.0,607.0
199,57,5,206,3,2,30.234897136688232,0.0009683975240002001,0.0320293685924836,75.06524594173739,30.214333333333332,288.75,1.3604713423589961e-05,5.4612145035831476e-06,5.037376012207743e-05,6.943968804925198e-05,2.0,1.0,770.0,2.0,184985425.0,46.333333333333336
171,181,6,375,2,3,32.60851128896078,0.0010425538187735668,0.03197192187212256,73.7200224078703,30.670666666666666,288.75,0.0006698693868209667,0.00027588020854793337,0.0025178843540449,0.0034636339494139336,2.0,1.0,770.0,2.0,9558344250.0,1.0
168,128,11,117,5,2,30.11670994758606,0.0009640728282586,0.032011206182360134,73.81042562107673,30.38766666666667,288.75,3.631888684920196e-05,1.502276667797647e-05,0.0001370642148055647,0.00018840586833274706,2.0,1.0,770.0,2.0,743242500.0,17.0
122,98,7,407,1,0,31.28481562932333,0.0009986905097782,0.031922518947158134,73.47940988304367,30.270666666666667,288.75,0.0006404890643352334,0.0002641278286022,0.0024132917774219668,0.003317908670359533,2.0,1.0,770.0,2.0,10296650672.0,1.0
245,16,10,80,5,1,30.036027272542317,0.0009624441934439,0.0320429915577141,74.13308666757423,29.929666666666666,288.75,1.9489910832213243e-07,7.899014154042768e-08,7.337255475842088e-07,1.0076147974468004e-06,2.0,1.0,770.0,2.0,3920000.0,3173.3333333333335
172,185,5,45,1,1,37.57386700312296,0.0012000631953425001,0.031938771294486,73.88856361639368,30.147666666666666,288.75,0.0002575231715121889,0.00010475594039412223,0.0009666945263467223,0.0013289736382530554,2.0,1.0,770.0,2.0,3240060750.0,3.0
13,220,11,342,2,3,30.17011038462321,0.0009868572045352334,0.0327079481534984,74.31181259234906,30.377,288.75,0.00015463785998331666,6.3323994022375e-05,0.0006016869869703917,0.0008196488409761251,2.0,1.0,770.0,2.0,3137417712.0,4.0
255,46,11,87,4,1,30.25424353281657,0.0009644754220177334,0.031879229788772764,73.79764400191395,29.886333333333337,288.75,6.4882086805619955e-06,2.634952332102003e-06,2.43709647237657e-05,3.349412573643074e-05,2.0,1.0,770.0,2.0,134219250.0,95.66666666666667
202,111,3,27,4,1,30.073018471399944,0.0009647076641221001,0.0320788668439755,75.49078476578234,29.813333333333333,288.75,2.2851285771992625e-06,9.058837475365349e-07,8.407349067560836e-06,1.1598361392296873e-05,2.0,1.0,770.0,2.0,19241712.0,276.3333333333333
46,194,2,400,3,1,30.645049174626667,0.000979000418953,0.0319465489319214,74.82907286282064,29.873333333333335,288.75,3.766624353710785e-05,1.4904866550207843e-05,0.0001387520126316647,0.00019132312271898628,2.0,1.0,770.0,2.0,155480000.0,17.0
135,73,11,430,3,1,32.80780855814616,0.0010475821062125334,0.031930870652139266,73.61957280265347,30.248,288.75,8.390565233279584e-05,3.4142677037354164e-05,0.0003169940735420333,0.0004350424029122,2.0,1.0,770.0,2.0,1699820100.0,8.0
230,13,11,430,3,0,30.037960688273113,0.0009656350010883,0.03214715574445853,75.34894827297057,30.037333333333333,288.75,3.037396031709469e-07,1.2144609655141794e-07,1.1236188130265554e-06,1.5488045127489524e-06,2.0,1.0,770.0,2.0,5983450.0,2071.3333333333335
205,49,6,432,3,3,31.24555166562398,0.0009972194871828335,0.03191555895480653,73.90749348526204,29.962666666666667,288.75,3.05623806006746e-05,1.2361058486228573e-05,0.00011483949196559206,0.0001577629310525,2.0,1.0,770.0,2.0,460689120.0,21.0
26,47,6,109,4,3,30.04856530825297,0.0009609914766381668,0.031981274083020296,74.27410119309555,29.739333333333335,288.75,4.660405412916335e-07,1.8746607141095787e-07,1.7487979540929744e-06,2.402304566795641e-06,2.0,1.0,770.0,2.0,7345728.0,1329.0
162,96,7,45,4,2,30.152583519617718,0.0009637819251410333,0.031963493111615365,73.98737355750119,30.06566666666667,288.75,6.195824971470333e-06,2.5079464217819998e-06,2.3315561667912334e-05,3.201933306116533e-05,2.0,1.0,770.0,2.0,102876480.0,100.0
199,139,7,377,2,1,52.986605286598206,0.0016915645175149502,0.031924379038207246,73.66552841206136,29.999000000000002,288.75,0.0005428356322542251,0.000221493270766275,0.0020455789333830004,0.0028099078364035752,2.0,1.0,770.0,2.0,8499205624.0,2.0
59,221,9,28,2,0,30.57845139503479,0.0009746255251814667,0.031872950522766764,73.66821462804585,30.362,288.75,3.913900056464375e-05,1.5954656821120835e-05,0.00014727875232799584,0.00020237240971376878,2.0,1.0,770.0,2.0,766006794.0,16.0
92,40,7,191,3,0,30.162115891774494,0.0009875095177380667,0.032739088649269665,74.76095972728656,30.317333333333334,288.75,3.728832609346386e-06,1.52075045572249e-06,1.4514046557835944e-05,1.9763629622905022e-05,2.0,1.0,770.0,2.0,61994016.0,166.0
108,82,7,433,5,3,30.532029310862224,0.0009759542555890334,0.031964931880762965,74.75190374787408,30.346666666666668,288.75,1.9748866325699998e-05,8.02572903809375e-06,7.354955907859166e-05,0.00010132415444238646,2.0,1.0,770.0,2.0,331112502.0,32.0
60,165,1,134,3,0,30.150959491729736,0.0009918714861948,0.03289569339732926,75.51792285911903,30.10666666666667,288.75,5.060893071997048e-06,2.012018019211511e-06,1.921604610243665e-05,2.6288957193646003e-05,2.0,1.0,770.0,2.0,12160500.0,125.33333333333333
43,19,6,108,5,3,30.035924116770428,0.0009630111043123,0.03206197676260187,74.09586393059202,29.703666666666667,288.75,7.93549556230994e-08,3.1989893220361464e-08,2.996575432527211e-07,4.110023920962034e-07,2.0,1.0,770.0,2.0,1337472.0,7784.333333333333
15,19,8,398,2,0,30.039658943812054,0.0009603193607401666,0.031968387588899035,73.7565074342635,29.967333333333332,288.75,3.798928997657167e-07,1.5457363145906814e-07,1.4381818656069184e-06,1.972648396831765e-06,2.0,1.0,770.0,2.0,6877440.0,1617.3333333333333
224,126,8,138,2,1,30.894224564234417,0.0009857511023290666,0.03190742836004536,73.7361668919854,30.428,288.75,0.00021109792789054442,8.616131906773334e-05,0.0007943809549565444,0.0010916402019148556,2.0,1.0,770.0,2.0,3680753664.0,3.0
213,75,9,65,3,0,30.56888731320699,0.0009745421181087667,0.0318801775012785,73.75432771063217,30.468666666666667,288.75,1.525969385860325e-05,6.303664221688618e-06,5.740448229802277e-05,7.896784037831544e-05,2.0,1.0,770.0,2.0,296622202.0,41.0
167,85,8,39,2,0,30.23022468884786,0.0010355419686319666,0.0342551793008884,74.79509852105546,30.439000000000004,288.75,1.7201169360203704e-05,7.0763705606046295e-06,7.12874258075037e-05,9.556496572831297e-05,2.0,1.0,770.0,2.0,317000736.0,36.0
72,85,7,176,2,3,30.86248016357422,0.0009837975936318,0.03187681359553097,73.82138986645926,30.366666666666664,288.75,3.514519302353704e-05,1.4407918090307406e-05,0.00013202636353211295,0.00018157947464596483,2.0,1.0,770.0,2.0,574047936.0,18.0
150,116,8,174,3,1,31.772456566492718,0.0010129185075646334,0.0318803946208023,73.97626363645607,30.336000000000002,288.75,6.511871519677334e-05,2.658052648548e-05,0.00024481853491729665,0.0003365177765995633,2.0,1.0,770.0,2.0,1143388800.0,10.0
95,20,7,125,5,3,30.04082711537679,0.0009621422604082667,0.03202782908368673,73.95966267335926,30.34866666666667,288.75,2.60031883917192e-07,1.0621065753685101e-07,9.796460390600048e-07,1.345888580514104e-06,2.0,1.0,770.0,2.0,4655000.0,2375.0
103,151,8,4,2,2,30.060668468475342,0.0009611161085664667,0.03197255496377487,73.84065868251892,30.528000000000002,288.75,3.920888188606793e-06,1.6247869183634818e-06,1.479239350861019e-05,2.0338068615580893e-05,2.0,1.0,770.0,2.0,72195584.0,157.0
153,18,4,28,2,2,30.035733620325725,0.0009616469100184334,0.0320167590611558,73.75862170415898,30.589333333333332,288.75,2.7640399092473555e-07,1.1490564285494436e-07,1.0450038847127563e-06,1.436313518492466e-06,2.0,1.0,770.0,2.0,3427200.0,2224.3333333333335
64,14,4,177,3,0,30.037614186604817,0.0009645329027591333,0.0321108357988223,74.20790613943441,30.669666666666668,288.75,1.3572488907205177e-07,5.613380978981025e-08,5.113303112476451e-07,7.031890101095217e-07,2.0,1.0,770.0,2.0,1449984.0,4557.0
240,155,7,215,3,2,31.14653007189433,0.0009948293670696334,0.031940270364207934,73.64786828550068,30.470333333333333,288.75,0.0002126346151384,8.845160889188888e-05,0.0008006074272095999,0.0011016936512399332,2.0,1.0,770.0,2.0,3288184200.0,3.0
137,96,6,136,1,2,30.720449209213257,0.0009802381549770666,0.0319083197503029,73.4430265518403,30.411666666666665,288.75,0.00020978083479983333,8.647733177237779e-05,0.0007892768887733667,0.0010855350553456112,2.0,1.0,770.0,2.0,3026768400.0,3.0
81,32,11,461,3,1,30.294532537460327,0.0010153952762629334,0.03351786513701497,73.94888051852212,30.749666666666666,288.75,6.976016526500749e-06,2.885143201370038e-06,2.8042281097202996e-05,3.790344082507528e-05,2.0,1.0,770.0,2.0,144584352.0,89.0
70,198,2,406,4,1,30.648906151453655,0.0009815400188,0.032025367251234366,75.31961795636208,30.28533333333333,288.75,3.766390386203137e-05,1.5250231148558823e-05,0.0001389052941080392,0.00019181942911863331,2.0,1.0,770.0,2.0,142100000.0,17.0
172,215,10,293,5,0,34.997639099756874,0.0011171566060654665,0.0319209185080141,73.7895925823658,30.370333333333335,288.75,0.00023925562436728887,9.868030922261112e-05,0.0008992253134371889,0.0012371612470271221,2.0,1.0,770.0,2.0,4444927200.0,3.0
26,26,5,21,4,0,30.03203026453654,0.0009613281930706667,0.0320100964340928,74.01612213480917,30.312,288.75,1.8919349872756856e-08,7.726610467085493e-09,7.117647064917328e-08,9.78224309890197e-08,2.0,1.0,770.0,2.0,245700.0,32649.0
233,162,9,95,5,1,31.790010531743366,0.0010151791322763999,0.03193389763557387,74.151029873288,30.233666666666668,288.75,5.0248789814379484e-05,2.0555925845494874e-05,0.00018863283411686924,0.00025943754977675125,2.0,1.0,770.0,2.0,917982720.0,13.0
40,80,7,221,4,0,30.131939729054768,0.0009882577081802332,0.03279645552803273,74.12110931569948,30.59866666666667,288.75,4.735029976881425e-06,1.950740501793893e-06,1.837719287960229e-05,2.5062963358278117e-05,2.0,1.0,770.0,2.0,78185380.0,131.0
58,85,3,76,1,1,30.509291807810467,0.0009769398746834333,0.032021057885718664,74.83535924014075,30.419666666666668,288.75,1.5905225101483332e-05,6.4618328412725e-06,5.877412766218084e-05,8.114118560494e-05,2.0,1.0,770.0,2.0,143315100.0,40.0
178,191,9,142,2,0,45.35231113433838,0.0014479840665299667,0.031927475685868435,73.25429275680885,30.499,288.75,0.0004644107387967833,0.00019116513971808332,0.0017497132685449165,0.002405289147059833,2.0,1.0,770.0,2.0,8664410592.0,2.0
211,221,7,80,5,1,30.402715762456257,0.0009721184005246666,0.03197509677648447,74.23833042623373,30.752,288.75,5.2360106726008334e-05,2.1491513956255557e-05,0.00019528414911969445,0.0002691357698019695,2.0,1.0,770.0,2.0,800652160.0,12.0
211,109,4,383,1,1,33.11582215627035,0.0011095782869549335,0.03349617761071963,24.803646167106194,30.633,288.75,0.0006631050081687,0.0003001644901920667,0.0027230371028184666,0.0036863066011793336,2.0,1.0,770.0,2.0,7540822656.0,1.0
244,117,9,163,4,0,33.26169419288635,0.0010849428233690333,0.0326195425489381,73.78241809569965,30.356666666666666,288.75,6.816018604661668e-05,2.8061647890923336e-05,0.00026422428678306666,0.00036044612072062,2.0,1.0,770.0,2.0,1262840544.0,10.0
228,9,2,188,1,0,30.061681111653645,0.0009666706167661667,0.032156243967340466,75.2891022797992,30.620333333333335,288.75,8.369448791873339e-07,3.383498728032762e-07,3.101048341523097e-06,4.27634309351384e-06,2.0,1.0,770.0,2.0,5486592.0,751.0
23,27,8,64,1,1,30.07588489850362,0.000962027239428,0.03198665743872627,73.65240992899582,30.592333333333332,288.75,1.2538651510161685e-06,5.199829632363814e-07,4.739950638786609e-06,6.5137987530393636e-06,2.0,1.0,770.0,2.0,22798336.0,490.6666666666667
205,33,4,40,5,2,30.039949814478557,0.0009659757943576999,0.032156370836181336,75.31223158082817,30.432333333333332,288.75,2.9002786338653114e-07,1.1755109027199513e-07,1.073600650102987e-06,1.4811796037615749e-06,2.0,1.0,770.0,2.0,3214400.0,2166.6666666666665
39,221,9,385,3,0,32.40462899208069,0.00103703561327555,0.03200265986350245,73.72580888120585,30.686,288.75,0.0001659418724756,6.88460185594375e-05,0.0006265373691606,0.0008613252601956626,2.0,1.0,770.0,2.0,3065469907.0,4.0
3,78,2,511,3,0,30.041268984476726,0.0009659238953305333,0.032153229333473934,75.39275924976896,30.499333333333336,288.75,3.588763577698869e-07,1.4577024401523254e-07,1.3263063094971357e-06,1.8309529112823124e-06,2.0,1.0,770.0,2.0,2072616.0,1752.6666666666667
244,63,4,487,4,0,30.294231096903484,0.0009950164314056333,0.0328469510552188,74.6520094219796,30.631,288.75,2.1821003749891954e-05,8.88718879848046e-06,8.328154641435402e-05,0.00011398973896272759,2.0,1.0,770.0,2.0,213890400.0,29.0
75,74,3,268,1,0,31.700955470403034,0.0010171640020899334,0.032086188019275735,74.97267675258702,30.609666666666666,288.75,5.504455485350556e-05,2.2541469514280553e-05,0.00020402084221304446,0.00028160686658083335,2.0,1.0,770.0,2.0,468892800.0,12.0
173,219,6,317,4,1,32.145686626434326,0.0010294285417545,0.03202388346931777,74.29230903881204,30.236000000000004,288.75,0.00022121842623384447,9.047432792385557e-05,0.0008283167051496111,0.0011400094593073445,2.0,1.0,770.0,2.0,2878494408.0,3.0
119,123,7,387,3,1,34.03184707959493,0.0010851507388839334,0.03188652780289527,73.78338651929501,30.433333333333337,288.75,0.00011616575824116667,4.77686024483e-05,0.0004369242987147056,0.0006008586594041833,2.0,1.0,770.0,2.0,1805277600.0,6.0
242,77,4,339,5,1,30.465248107910156,0.0009767175599088333,0.032060841348006304,75.23226451996221,30.55333333333333,288.75,1.608500091642222e-05,6.509680771018184e-06,5.921405152186681e-05,8.180873320930974e-05,2.0,1.0,770.0,2.0,168013824.0,39.666666666666664
145,223,3,102,5,1,30.77241571744283,0.0009867640621715331,0.03206649133008833,75.25778268005762,30.627333333333336,288.75,1.893819513420196e-05,7.681085206336275e-06,6.980089380168235e-05,9.642017414222549e-05,2.0,1.0,770.0,2.0,134773875.0,34.0
92,16,1,82,1,0,30.039944887161255,0.0009653107671777,0.032134238352199064,75.60876760682999,30.087333333333333,288.75,2.2953662043422715e-07,9.185954045529203e-08,8.460638572040342e-07,1.16746001809359e-06,2.0,1.0,770.0,2.0,965632.0,2747.0
93,155,11,69,4,1,30.33690659205119,0.0009670760583296,0.0318778716813841,73.52555490148757,30.145333333333337,288.75,2.588421845812778e-05,1.0555969708433334e-05,9.742969809168889e-05,0.00013386988625825277,2.0,1.0,770.0,2.0,531484816.0,24.0
162,119,11,462,5,3,35.41544357935587,0.0011308827452753665,0.031931921932453596,73.70799844139593,29.952333333333332,288.75,0.00012084223823234445,4.9240503030927774e-05,0.0004560981808161167,0.0006261809220794111,2.0,1.0,770.0,2.0,2395344798.0,6.0
241,26,7,127,1,0,30.44449297587077,0.0009707612264074,0.0318862567779597,73.75627330839625,30.317333333333334,288.75,1.7808287585241905e-05,7.2887136185980945e-06,6.704929461081715e-05,9.214629581465808e-05,2.0,1.0,770.0,2.0,299948600.0,35.0
11,110,8,71,1,3,30.67358899116516,0.0009774829348080001,0.03186725513811133,73.71582098186404,30.433000000000003,288.75,1.6092918455994873e-05,6.5587662963059825e-06,6.061630526456667e-05,8.326799001686924e-05,2.0,1.0,770.0,2.0,296929952.0,39.0
190,193,2,151,4,0,30.338325262069702,0.0009719313158611667,0.03203686858891127,75.17228308719213,29.941999999999997,288.75,3.523413590847778e-05,1.4061841889714816e-05,0.00013009333852908147,0.00017938931632727962,2.0,1.0,770.0,2.0,132203520.0,18.0
246,155,2,260,2,1,32.90866676966349,0.0010829553548843,0.03289874586030487,176.3156026661912,30.546000000000003,288.75,0.00017158899553495834,7.155536426710834e-05,0.0006563202206666167,0.0008994645804687,2.0,1.0,770.0,2.0,778265280.0,4.0
13,6,5,365,3,1,30.032940546671554,0.0009601378597376667,0.031969491515121934,73.58609202780796,30.282333333333337,288.75,1.5235531904470458e-08,6.275049975658598e-09,5.7692294400326504e-08,7.920287628045723e-08,2.0,1.0,770.0,2.0,237250.0,40274.333333333336
47,87,11,474,4,2,30.64901288350423,0.0009793280596788999,0.031952997168497234,73.71971829653798,30.570666666666668,288.75,2.8504693822253028e-05,1.1828860737401515e-05,0.00010755651787751061,0.0001478900724371697,2.0,1.0,770.0,2.0,594388179.0,22.0
224,158,9,489,3,3,32.57993531227112,0.0010419486284911,0.0319812211999482,73.6931995432955,30.998333333333335,288.75,0.0006669568451390666,0.0002774451256358,0.002517221379693967,0.003461623350468967,2.0,1.0,770.0,2.0,11995506432.0,1.0
227,123,11,184,3,0,35.78223125139872,0.0011436649543641667,0.03196184982650673,73.60394148137821,30.57766666666667,288.75,0.00018314357172305833,7.5852209262675e-05,0.0006908920548649167,0.0009498878358506833,2.0,1.0,770.0,2.0,3648936016.0,4.0
230,173,9,451,4,0,41.161100228627525,0.0013157756898712,0.0319664891263915,73.79783055269063,30.551333333333332,288.75,0.00042202787086274997,0.00017406217538593334,0.0015895838571919167,0.0021856739034406335,2.0,1.0,770.0,2.0,7410678660.0,2.0
121,33,3,308,2,1,30.150047540664673,0.0009907111211578331,0.032857866150220204,75.56415715031683,30.473000000000003,288.75,5.362205168866746e-06,2.1588482403187525e-06,2.0449506248280516e-05,2.7970559657466585e-05,2.0,1.0,770.0,2.0,48467034.0,117.66666666666667
12,207,7,5,3,3,30.046567757924397,0.0009609357567963,0.031981550142140235,73.68115907675393,30.32466666666667,288.75,4.145090506424694e-07,1.6971524595062497e-07,1.5689758366476625e-06,2.153200133240824e-06,2.0,1.0,770.0,2.0,6998670.0,1482.6666666666667
80,147,7,31,3,1,30.33316930135091,0.0009677683880188332,0.031904610257569264,73.80907400193375,30.539666666666665,288.75,8.384942997988288e-06,3.4796961075792798e-06,3.1583703716505857e-05,4.3448342822074326e-05,2.0,1.0,770.0,2.0,139991040.0,74.0
105,153,8,306,1,1,62.28714529673258,0.0019889967997786333,0.03193274636513523,73.44499011957107,30.554666666666666,288.75,0.0012737870297695002,0.0005267003314128666,0.004807475428779867,0.006607962789962367,2.0,1.0,770.0,2.0,22520816640.0,1.0
112,33,3,93,5,1,30.039495309193928,0.0009645874339461333,0.032110641065603435,75.36983617557387,30.456666666666667,288.75,2.7525576179991046e-07,1.1090831854448877e-07,1.0175205185426202e-06,1.4036845988870631e-06,2.0,1.0,770.0,2.0,2296728.0,2283.0
170,12,8,401,4,2,30.061212221781414,0.0009620176209398333,0.03200196175424407,73.83811518954683,30.451666666666668,288.75,9.595044710181724e-07,3.988775578114226e-07,3.6199230028914332e-06,4.978305031721184e-06,2.0,1.0,770.0,2.0,19632960.0,642.0
15,62,1,34,3,0,30.032859722773235,0.0009711383557485666,0.03233586050525456,76.07360554586607,30.689000000000004,288.75,2.8904627715530202e-08,1.165658394237722e-08,1.0631243448194644e-07,1.4687364613985992e-07,2.0,1.0,770.0,2.0,112455.0,21967.0
240,73,11,387,5,2,31.37103803952535,0.0010013600020405001,0.03191991136352013,73.85944340629108,30.250333333333334,288.75,5.3541568203583334e-05,2.203975084228889e-05,0.00020165013223885834,0.0002772314512847472,2.0,1.0,770.0,2.0,1101371040.0,12.0
92,111,6,499,3,3,32.263356606165566,0.0010318102819516669,0.0319808633275374,74.05098471484835,30.275333333333332,288.75,8.294171465192499e-05,3.4005377452354166e-05,0.00031154554990222915,0.0004284926420065208,2.0,1.0,770.0,2.0,1193240736.0,8.0
190,161,3,311,3,1,31.852142175038654,0.0010214988545551669,0.03206999537050433,74.75270204979596,30.378666666666664,288.75,0.00011077370914357778,4.479367692716111e-05,0.0004100465976253611,0.0005656139836961222,2.0,1.0,770.0,2.0,775378980.0,6.0
120,195,8,193,4,1,34.36631631851196,0.0010963828068668335,0.031902823147903665,73.76588364429352,30.162333333333336,288.75,0.00010057874710313809,4.115913048831428e-05,0.0003786146648228095,0.0005203525424142762,2.0,1.0,770.0,2.0,1707540480.0,7.0
187,117,10,380,2,1,52.90670688947042,0.0016896050830223332,0.031935588425868834,73.87932404085586,30.38566666666667,288.75,0.0005424715086990667,0.0002230603570923,0.0020411210960397832,0.0028066529618311835,2.0,1.0,770.0,2.0,10747825000.0,2.0
239,148,6,29,2,2,31.644638458887737,0.0010106684082517331,0.031938061737071234,74.20392775885746,30.171999999999997,288.75,4.646484633850952e-05,1.9078622210759525e-05,0.00017429241380757378,0.0002398358823568524,2.0,1.0,770.0,2.0,683174808.0,14.0
101,130,4,164,5,0,30.28449845314026,0.0010056327043282,0.0332094580557366,76.37170808609267,30.683999999999997,288.75,8.569926966671623e-06,3.448975974547973e-06,3.31293732699777e-05,4.51482762111973e-05,2.0,1.0,770.0,2.5,89578112.0,74.0
57,127,10,2,5,0,30.03910366694133,0.0009608194097113,0.0319856237601499,73.64096669393471,30.21466666666667,288.75,1.6004796198686866e-07,6.54651474347213e-08,6.062667947808335e-07,8.317799042024581e-07,2.0,1.0,770.0,2.0,3283200.0,3837.6666666666665
174,64,9,375,3,3,32.9222506682078,0.0010537173216381,0.032006218552759265,73.68808836225514,30.771666666666665,288.75,6.130118064864546e-05,2.5366051803396968e-05,0.00023158022198411818,0.00031824745443617274,2.0,1.0,770.0,2.0,1165397625.0,11.0
157,189,10,469,5,2,39.612019777297974,0.0012644978114103667,0.03192207288388717,73.64034614856511,30.584999999999997,288.75,0.00027090248746254445,0.00011230007936442223,0.0010171272353993444,0.0014003298022263442,2.0,1.0,770.0,2.0,5040178850.0,3.0
225,118,10,333,4,2,31.65699593226115,0.0010107090800200334,0.031926866132424965,73.65698129751819,30.648,288.75,0.00016196252646805,6.713289662328333e-05,0.000610363945696075,0.0008394593687874333,2.0,1.0,770.0,2.0,3150596250.0,4.0
253,96,6,320,3,0,34.1847890218099,0.0010905136341924334,0.0319005514104305,74.11453119590556,30.396,288.75,0.00010037705934919524,4.128542406031429e-05,0.00037590450007053813,0.0005175669834800618,2.0,1.0,770.0,2.0,1400446080.0,7.0
199,55,6,57,2,3,30.411253213882446,0.0009710794612418334,0.031931577262025966,73.91759534688781,30.30933333333333,288.75,1.0211857308822951e-05,4.2268409268213115e-06,3.844945933975027e-05,5.288815757539618e-05,2.0,1.0,770.0,2.0,160072416.0,61.0
64,99,11,396,2,2,32.6518444220225,0.0010440978525396666,0.03197668638611447,73.65905091301794,30.661,288.75,0.000166930512410025,6.954745188405833e-05,0.0006307129431308832,0.000867190907425,2.0,1.0,770.0,2.0,3387086208.0,4.0
90,124,4,260,3,1,31.06810728708903,0.0009952987659041,0.0320360291171066,75.03170433125636,30.786666666666672,288.75,3.082720005415397e-05,1.259410142403651e-05,0.0001140377660592365,0.0001574590675374349,2.0,1.0,770.0,2.0,314683200.0,21.0
110,40,7,251,2,3,30.219032526016235,0.0010353394236041666,0.034261167649067566,74.36418707272647,30.572333333333333,288.75,1.5850928977028206e-05,6.563990125448719e-06,6.578164138854957e-05,8.819656049102822e-05,2.0,1.0,770.0,2.0,270578000.0,39.0
211,56,6,65,5,0,30.069379647572834,0.0009654822784006667,0.03210849727513496,75.17219342555073,30.745666666666665,288.75,2.0230280097232965e-06,8.244573580561775e-07,7.4884582991931455e-06,1.0335943666973048e-05,2.0,1.0,770.0,2.0,29871270.0,310.3333333333333
147,205,2,106,3,0,30.548335552215576,0.0009784728162688333,0.03203019490396753,74.43151071280948,30.641666666666666,288.75,3.541750133294815e-05,1.4393232011835187e-05,0.00013078594739882038,0.00018059668074360555,2.0,1.0,770.0,2.0,144102336.0,18.0
127,189,7,414,3,1,32.15237696965536,0.0010280569591847,0.03197457671504891,73.59419862842128,30.161999999999995,288.75,0.00032916146448634995,0.0001355421595235,0.00124303218858935,0.0017077358125992667,2.0,1.0,770.0,2.0,4951690884.0,2.0
