batch_size,input_size,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,cpu_count,gpu_count,ram_total_size,rep_no,macs,forward_passes,test
493,4731729,30.511631806691486,0.0010014611686575,0.0328270176698641,74.96876830050674,30.07766666666667,288.75,9.161335880649524e-05,3.789989525875714e-05,0.0003457886769539714,0.00047530193101923807,2.0,1.0,770.0,2.0,2332742397.0,7.0,1.0
456,4510925,31.668112834294636,0.0010074214921594667,0.031810138858907995,74.71157259074283,30.62,288.75,8.309298900905416e-05,3.344610581934166e-05,0.0003018253122145875,0.00041836440704299166,2.0,1.0,770.0,2.0,2056981800.0,8.0,1.0
298,1722945,30.29570945103963,0.0009943163351464666,0.03281673010305273,74.39764663656393,30.429999999999996,288.75,2.1937581467674713e-05,8.842144565649425e-06,8.312980943998047e-05,0.0001139095354733069,2.0,1.0,770.0,2.0,513437610.0,29.0,1.0
196,3164898,30.858471075693767,0.0009840636972801,0.03189024236585023,74.63988893248279,30.358999999999998,288.75,2.6195717517203942e-05,1.0539054908888112e-05,9.582134568470177e-05,0.0001325561181107992,2.0,1.0,770.0,2.0,620320008.0,24.666666666666668,1.0
134,4175474,30.51601441701254,0.0009731977877466668,0.03189122547084743,73.62210965285882,30.43433333333333,288.75,2.3641795340030864e-05,9.49680620821605e-06,8.661011110669136e-05,0.00011974871265494197,2.0,1.0,770.0,2.0,559513516.0,27.0,1.0
463,143269,30.093364159266155,0.0009651378557412,0.03207147860605583,75.37140550131579,30.30933333333333,288.75,2.760736915831657e-06,1.1121117406418339e-06,1.0169991288450524e-05,1.4042839944924307e-05,2.0,1.0,770.0,2.0,66333547.0,228.33333333333334,1.0
109,1039704,30.142847935358684,0.0009876633590882335,0.03276477769099507,74.68993590233707,30.24866666666667,288.75,4.726308513214693e-06,1.891936141799912e-06,1.792862679485115e-05,2.4546871449866755e-05,2.0,1.0,770.0,2.0,113327736.0,133.66666666666666,1.0
256,1326701,30.419854402542114,0.0010188527781774999,0.03349850165395037,74.92073556905062,30.21766666666667,288.75,1.4144977684284443e-05,5.678687987282222e-06,5.5396177678563705e-05,7.52198433501326e-05,2.0,1.0,770.0,2.0,339635456.0,45.0,1.0
87,2976857,30.434731245040894,0.0009733506642079333,0.0319815530996847,75.25947036738707,30.438666666666666,288.75,1.079307126941469e-05,4.354389510850847e-06,3.966140594691186e-05,5.4808866727179096e-05,2.0,1.0,770.0,2.0,258986559.0,59.0,1.0
63,2537436,30.177738428115845,0.0009905512768662334,0.03282189559020903,76.3909523873284,30.479666666666663,288.75,6.693820815630104e-06,2.6992208625553487e-06,2.5487290546436474e-05,3.4880332224623346e-05,2.0,1.0,770.0,2.0,159858468.0,94.33333333333333,1.0
406,2652072,31.323432842890423,0.0010243787971740666,0.032716185802613006,75.0106619784698,30.230999999999998,288.75,4.3670977924404446e-05,1.7531283039942224e-05,0.00016568119355925336,0.00022688345452360887,2.0,1.0,770.0,2.0,1076741232.0,15.0,1.0
387,2185704,30.30362868309021,0.0010468231390692666,0.03454434796505513,50.26518110222935,30.067333333333334,288.75,3.519982442526481e-05,1.548854449181111e-05,0.00014252372762579076,0.00019321209654287038,2.0,1.0,770.0,2.0,845867448.0,18.0,1.0
500,3036483,30.80376100540161,0.0010105617651094334,0.03282266591082444,74.49915837019385,30.53233333333333,288.75,6.252099568257333e-05,2.521071540411394e-05,0.00023769186510807182,0.0003254235761947785,2.0,1.0,770.0,2.0,1518241500.0,10.333333333333334,1.0
222,3064557,30.180522282918293,0.0009887825316055,0.032757030360759,75.25935986084563,30.322666666666674,288.75,2.869142228392576e-05,1.1533761340106059e-05,0.0001090926254375091,0.00014931780906154394,2.0,1.0,770.0,2.0,680331654.0,22.0,1.0
107,3832709,30.638389110565186,0.0009760017505546667,0.0318554345752762,74.65056340246657,30.456,288.75,1.731284484375766e-05,6.998745432981081e-06,6.332437547298378e-05,8.763596574972522e-05,2.0,1.0,770.0,2.0,410099863.0,37.0,1.0
216,2763035,30.127568006515503,0.0009925853227008,0.0329434745829455,75.3008154568991,30.70266666666667,288.75,2.5178009475722665e-05,1.0553311563342668e-05,9.617370523346534e-05,0.00013190502627253466,2.0,1.0,770.0,2.0,596815560.0,25.0,1.0
90,4666974,30.57838575045268,0.0010002981438094667,0.0327176958032587,74.7509875159872,30.375333333333334,288.75,1.7759875367867592e-05,7.172570370207407e-06,6.738004446213426e-05,9.23124902002111e-05,2.0,1.0,770.0,2.0,420027660.0,36.0,1.0
145,1786348,30.299352248509724,0.001016023232946,0.03353286826981244,74.73963034415358,30.391000000000002,288.75,1.0933689835705172e-05,4.402661372793678e-06,4.2861794795968394e-05,5.819814600446839e-05,2.0,1.0,770.0,2.0,259020460.0,58.0,1.0
199,415202,30.134225447972614,0.0009646726436261334,0.03201253118276407,75.30870710350833,29.979666666666663,288.75,3.445307819489982e-06,1.3784645062304188e-06,1.2689301465215118e-05,1.751307379093643e-05,2.0,1.0,770.0,2.0,82625198.0,183.0,1.0
14,2760406,30.07179069519043,0.0009637322085835667,0.032047719820109365,75.28247818721277,30.150000000000002,288.75,1.5871739027302062e-06,6.342297585813426e-07,5.857074528543836e-06,8.078478189855722e-06,2.0,1.0,770.0,2.0,38645684.0,396.3333333333333,1.0
141,3835067,30.085180362065632,0.0009570983862079666,0.031812954176461634,75.25189426439208,30.336000000000002,288.75,2.247916306929286e-05,8.995829767296429e-06,8.208675208604761e-05,0.00011356174492264048,2.0,1.0,770.0,2.0,540744447.0,28.0,1.0
173,4141249,31.270407994588215,0.0009992675818365,0.03195575776782633,75.11587915790341,30.25466666666667,288.75,2.9761231826640907e-05,1.1954614035753031e-05,0.00010918532928658637,0.00015090117514898334,2.0,1.0,770.0,2.0,716436077.0,22.0,1.0
7,1631425,30.042444229125977,0.0009654569317012334,0.0321364315699642,75.42602533213787,30.411666666666665,288.75,4.36715709221089e-07,1.7558020442624976e-07,1.6120476864080168e-06,2.224343600055425e-06,2.0,1.0,770.0,2.0,11419975.0,1442.0,1.0
30,4135099,30.1307692527771,0.0009648223188692334,0.03202123282242054,75.30647938748011,30.301666666666666,288.75,5.164164780994263e-06,2.0752674001896174e-06,1.9034254406400275e-05,2.627368658758497e-05,2.0,1.0,770.0,2.0,124052970.0,122.0,1.0
304,2086475,30.369116465250652,0.0010448537391513667,0.03440472897796883,52.56869512329283,30.432333333333332,288.75,2.607883360996111e-05,1.1408693790529167e-05,0.00010714892597041112,0.00014463645337090418,2.0,1.0,770.0,2.0,634288400.0,24.0,1.0
141,4310978,30.832303365071613,0.0010633865058589334,0.0344894224822491,24.92850231706444,30.388,288.75,2.5026869747403998e-05,1.1497078592126666e-05,0.00010478987303707067,0.00014131382137660533,2.0,1.0,770.0,2.0,607847898.0,25.0,1.0
110,670820,30.11295986175537,0.0009659672554763332,0.03207811618131663,75.41414905336505,30.702333333333332,288.75,3.0733922333276423e-06,1.2551684137269918e-06,1.1326041986059999e-05,1.5654602633115447e-05,2.0,1.0,770.0,2.0,73790200.0,205.0,1.0
487,1090725,31.04424985249837,0.0009872583812199334,0.03180154870752986,74.5273116371654,30.482333333333333,288.75,2.2409393119068963e-05,9.074773223913793e-06,8.161680527116897e-05,0.00011310097161415518,2.0,1.0,770.0,2.0,531183075.0,29.0,1.0
438,4031745,31.330483595530193,0.000995271962198,0.031765216593877064,74.67943524176177,30.484333333333336,288.75,7.291047628100741e-05,2.9440221622729628e-05,0.0002650438986994556,0.0003673945966031963,2.0,1.0,770.0,2.0,1765904310.0,9.0,1.0
329,2565904,30.680547952651978,0.0009991344460439668,0.032577068183782566,49.342375716069114,30.487333333333336,288.75,3.5143551926544444e-05,1.489737126200185e-05,0.00013436927357113334,0.00018441019675968705,2.0,1.0,770.0,2.0,844182416.0,18.0,1.0
257,1624258,30.361990372339886,0.0009968327303611333,0.03282982229618287,74.86830155823797,30.447333333333333,288.75,1.7643136267274073e-05,7.118386149250926e-06,6.723116218675648e-05,9.199268460328426e-05,2.0,1.0,770.0,2.0,417434306.0,36.0,1.0
388,4760238,31.900450825691223,0.00100819275958695,0.0316036942918613,74.8289880490347,30.744500000000002,288.75,7.419699997483333e-05,3.007357037360556e-05,0.00026789360816279443,0.00037216417851124444,2.0,1.0,770.0,2.0,1846972344.0,9.0,1.0
204,2830985,30.57643445332845,0.0010256461720074667,0.03354516348877083,74.49879539937359,30.212666666666667,288.75,2.457395548535641e-05,9.91309305926795e-06,9.656919628126666e-05,0.00013105624482589873,2.0,1.0,770.0,2.0,577520940.0,26.0,1.0
234,3471228,30.617682218551636,0.0009778731011553,0.03193823163150333,75.22895953188255,30.411,288.75,3.371295253564035e-05,1.3598892038526317e-05,0.00012367488407687718,0.00017098672865104914,2.0,1.0,770.0,2.0,812267352.0,19.0,1.0
340,3648565,31.351453781127933,0.0010032656101031667,0.032000586632832305,74.78031795544864,30.86466666666667,288.75,5.047998351785385e-05,2.0436830266289743e-05,0.00018547613538610257,0.0002563929491702513,2.0,1.0,770.0,2.0,1240512100.0,13.0,1.0
511,2149063,30.998305400212605,0.0010425765657546668,0.033664501617593,78.70902092685581,30.689666666666668,288.75,4.529763176452603e-05,1.906752786059889e-05,0.00017765620724194493,0.00024202136686707682,2.0,1.0,770.0,2.0,1098171193.0,14.333333333333334,1.0
362,4641733,32.68954642613729,0.0010961399631399,0.03353947550250246,25.187408959216484,30.417,288.75,6.646936431433334e-05,2.9536247368903335e-05,0.0002681604890276933,0.0003641661007109367,2.0,1.0,770.0,2.0,1680307346.0,10.0,1.0
298,2726581,30.98252550760905,0.0010103421445787333,0.032607683365768234,74.9671814461932,30.442666666666668,288.75,3.41051964069386e-05,1.3796097524501754e-05,0.0001287628334647351,0.00017666412739618422,2.0,1.0,770.0,2.0,812521138.0,19.0,1.0
158,880378,30.06760819753011,0.0009635678090782668,0.032046716067442436,75.21668234745648,30.546333333333337,288.75,5.83604904675932e-06,2.3635537982905213e-06,2.153359923853686e-05,2.973320208358825e-05,2.0,1.0,770.0,2.0,139099724.0,107.66666666666667,1.0
184,54132,30.044771035512287,0.0009641039460698667,0.03208890630394284,75.47761883611419,30.323000000000004,288.75,3.7497975761970583e-07,1.5088733604663244e-07,1.3825764845563212e-06,1.9084435782226995e-06,2.0,1.0,770.0,2.0,9960288.0,1678.3333333333333,1.0
480,2283426,31.680790265401203,0.0010349703848969,0.03267978823230983,78.87737108136157,30.402,288.75,4.429136604417333e-05,1.7785351043446668e-05,0.00016715260404127333,0.00022922932112889776,2.0,1.0,770.0,2.0,1096044480.0,15.0,1.0
