,timestamp,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,module,rep_no,macs,batch_size,image_size,kernel_size,in_channels,stride,padding,forward_passes,architecture,layer_idx
0,2022-12-24T04:08:49,8f9b35c8-7587-4749-ad96-b978bf16105e,32.967660427093506,0.0010567203175232,0.0320532395636672,75.134884573916,29.647,288.75,0.0006884966452413,0.0002722106380834,0.0025499914459884,0.0035106987293131,Germany,DEU,,,,Linux-5.4.0-94-generic-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Gold 5120 CPU @ 2.20GHz,1,1 x NVIDIA GeForce RTX 2080 Ti,9.491,51.2993,770.0,machine,N,MaxPool2d,1,938070540,110,152,6,493,5,3,10,,
1,2022-12-24T04:09:37,ed3501f5-9c09-4d1c-8041-4428fbb9f5a9,33.382065296173096,0.0010698353265205,0.0320482066351729,73.80581461759756,30.591,288.75,0.0006980966784768,0.0002776858249698,0.0025784876843293,0.003554270187776,Germany,DEU,,,,Linux-5.4.0-94-generic-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Gold 5120 CPU @ 2.20GHz,1,1 x NVIDIA GeForce RTX 2080 Ti,9.491,51.2993,770.0,machine,N,MaxPool2d,2,938070540,110,152,6,493,5,3,10,,
2,2022-12-24T04:10:24,19982c47-9e13-4156-8e7e-05eec309e2a6,32.35980844497681,0.0010369497821272,0.032044373312358,75.0242623308396,30.041,288.75,0.0006762031181842,0.0002681992648817,0.0025006135043998,0.0034450158874658,Germany,DEU,,,,Linux-5.4.0-94-generic-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Gold 5120 CPU @ 2.20GHz,1,1 x NVIDIA GeForce RTX 2080 Ti,9.491,51.2993,770.0,machine,N,MaxPool2d,3,938070540,110,152,6,493,5,3,10,,
3,2022-12-24T04:11:12,cc1151d9-f3a9-40ba-8c4e-9137a6d96e40,31.84662914276123,0.0010164610474843,0.0319173826192953,73.7976656578152,30.373,288.75,0.0006557673123912,0.0002638656588884,0.0024573140303293,0.003376947001609,Germany,DEU,,,,Linux-5.4.0-94-generic-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Gold 5120 CPU @ 2.20GHz,1,1 x NVIDIA GeForce RTX 2080 Ti,9.491,51.2993,770.0,machine,N,MaxPool2d,1,2478552300,186,141,7,444,4,1,4,,
4,2022-12-24T04:12:02,905f601d-f964-4775-84c9-ed5cb50403f7,32.45073890686035,0.0010369691169684,0.0319551773518845,74.00062623539438,30.21,288.75,0.0006676391549442,0.0002687120737798,0.0025087288940946,0.0034450801228186,Germany,DEU,,,,Linux-5.4.0-94-generic-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Gold 5120 CPU @ 2.20GHz,1,1 x NVIDIA GeForce RTX 2080 Ti,9.491,51.2993,770.0,machine,N,MaxPool2d,2,2478552300,186,141,7,444,4,1,4,,
5,2022-12-24T04:12:52,46b220fb-8ebb-4eab-bd87-9f084aa1be69,32.611430644989014,0.0010421675304989,0.0319571239251688,74.3652326743487,29.981,288.75,0.0006709566134315,0.0002738262925423,0.0025175676936904,0.0034623505996643,Germany,DEU,,,,Linux-5.4.0-94-generic-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Gold 5120 CPU @ 2.20GHz,1,1 x NVIDIA GeForce RTX 2080 Ti,9.491,51.2993,770.0,machine,N,MaxPool2d,3,2478552300,186,141,7,444,4,1,4,,
6,2022-12-24T04:13:39,00040e43-1f39-4045-8bf8-c41c6960bd33,33.23045897483826,0.0011340113133403,0.0341256590587265,72.41257085601649,30.622,288.75,0.0006822641699775,0.0002791238937329,0.0028060913826028,0.0037674794463133,Germany,DEU,,,,Linux-5.4.0-94-generic-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Gold 5120 CPU @ 2.20GHz,1,1 x NVIDIA GeForce RTX 2080 Ti,9.491,51.2993,770.0,machine,N,MaxPool2d,1,3108607632,249,104,9,456,4,3,4,,
7,2022-12-24T04:14:26,acb3a863-aece-48bd-99b1-02fda5de58ed,33.3846161365509,0.0010676818708102,0.0319812534744503,73.76720778142078,30.818,288.75,0.0006857423877601,0.0002812394460807,0.002580134016027,0.0035471158498679,Germany,DEU,,,,Linux-5.4.0-94-generic-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Gold 5120 CPU @ 2.20GHz,1,1 x NVIDIA GeForce RTX 2080 Ti,9.491,51.2993,770.0,machine,N,MaxPool2d,2,3108607632,249,104,9,456,4,3,4,,
8,2022-12-24T04:15:13,515e4650-8968-4aee-b3ab-9176aa2f506f,33.22018098831177,0.0011343418274356,0.0341461663870754,73.96835159364896,30.348,288.75,0.0006829840105534,0.0002800153912833,0.0028055780979494,0.0037685774997862,Germany,DEU,,,,Linux-5.4.0-94-generic-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Gold 5120 CPU @ 2.20GHz,1,1 x NVIDIA GeForce RTX 2080 Ti,9.491,51.2993,770.0,machine,N,MaxPool2d,3,3108607632,249,104,9,456,4,3,4,,
9,2022-12-24T04:15:50,648641d2-06c7-40c5-90c4-524b04792275,30.44817900657653,0.0009740929023383,0.0319918278898697,74.25806815449036,30.247,288.75,0.0006249078899259,0.0002573927674028,0.0023538883869846,0.0032361890443134,Germany,DEU,,,,Linux-5.4.0-94-generic-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Gold 5120 CPU @ 2.20GHz,1,1 x NVIDIA GeForce RTX 2080 Ti,9.491,51.2993,770.0,machine,N,MaxPool2d,1,317584800,87,131,10,108,5,3,40,,
10,2022-12-24T04:16:26,1810ed24-4750-4e8e-bcd3-e90b64281adc,30.39697933197021,0.0009690653640688,0.031880317892298,74.06178601287743,30.337,288.75,0.0006236458039162,0.0002558553684314,0.0023399850870172,0.0032194862593648,Germany,DEU,,,,Linux-5.4.0-94-generic-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Gold 5120 CPU @ 2.20GHz,1,1 x NVIDIA GeForce RTX 2080 Ti,9.491,51.2993,770.0,machine,N,MaxPool2d,2,317584800,87,131,10,108,5,3,40,,
11,2022-12-24T04:17:02,3d158ccc-a07f-4a68-9850-43078600bfb6,30.41605305671692,0.0009689509622361,0.0318565647038211,74.11265746551078,29.92,288.75,0.0006238538654715,0.0002544007258584,0.0023408515955011,0.003219106186831,Germany,DEU,,,,Linux-5.4.0-94-generic-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Gold 5120 CPU @ 2.20GHz,1,1 x NVIDIA GeForce RTX 2080 Ti,9.491,51.2993,770.0,machine,N,MaxPool2d,3,317584800,87,131,10,108,5,3,40,,
12,2022-12-24T04:17:38,99a0b6a6-5215-498a-a21d-e7951c196b13,30.33089780807495,0.0009657437731369,0.0318402633264555,73.84385230169255,29.88,288.75,0.0006248129465166,0.0002538702749997,0.0023297678520282,0.0032084510735445,Germany,DEU,,,,Linux-5.4.0-94-generic-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Gold 5120 CPU @ 2.20GHz,1,1 x NVIDIA GeForce RTX 2080 Ti,9.491,51.2993,770.0,machine,N,MaxPool2d,1,338401800,176,79,9,211,5,0,35,,
13,2022-12-24T04:18:15,eb1bcba2-bc28-4f50-a977-0fd9c1201e3b,30.074398517608643,0.0009621104864699,0.0319910134164972,74.17916583138916,30.544,288.75,0.0006185843368115,0.0002527559255832,0.0023250400913258,0.0031963803537206,Germany,DEU,,,,Linux-5.4.0-94-generic-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Gold 5120 CPU @ 2.20GHz,1,1 x NVIDIA GeForce RTX 2080 Ti,9.491,51.2993,770.0,machine,N,MaxPool2d,2,338401800,176,79,9,211,5,0,35,,
14,2022-12-24T04:18:51,8973040c-6a73-45ca-b288-4bd26362f579,30.38111448287964,0.0009713484331891,0.0319721132592578,74.42504596439734,30.611000000000004,288.75,0.0006248939026925,0.0002553561855212,0.0023468211183945,0.0032270712066083,Germany,DEU,,,,Linux-5.4.0-94-generic-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Gold 5120 CPU @ 2.20GHz,1,1 x NVIDIA GeForce RTX 2080 Ti,9.491,51.2993,770.0,machine,N,MaxPool2d,3,338401800,176,79,9,211,5,0,35,,
15,2022-12-24T04:19:46,c483c24f-51f1-4149-8c86-2a436e1aec37,38.39236569404602,0.0012272980032617,0.0319672409103992,73.91606126737756,30.622,288.75,0.0007895926419513,0.0003232197671907,0.0029645895950496,0.0040774020041917,Germany,DEU,,,,Linux-5.4.0-94-generic-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Gold 5120 CPU @ 2.20GHz,1,1 x NVIDIA GeForce RTX 2080 Ti,9.491,51.2993,770.0,machine,N,MaxPool2d,1,4090829680,157,209,7,230,3,0,3,,
16,2022-12-24T04:20:42,eccd5db6-33c1-484d-8ec6-ca60824f8890,39.00155806541443,0.0012489580210895,0.032023285300418,73.87044403221262,30.119,288.75,0.0008010417319439,0.0003271334770562,0.0030211869873106,0.0041493621963109,Germany,DEU,,,,Linux-5.4.0-94-generic-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Gold 5120 CPU @ 2.20GHz,1,1 x NVIDIA GeForce RTX 2080 Ti,9.491,51.2993,770.0,machine,N,MaxPool2d,2,4090829680,157,209,7,230,3,0,3,,
17,2022-12-24T04:21:37,56b05f27-cc1b-4499-b2e2-adbe95c39b38,38.91809034347534,0.0012430530987215,0.0319402387874337,74.25825542466109,30.175,288.75,0.0008002501410329,0.0003258886232856,0.0030036057497064,0.0041297445140249,Germany,DEU,,,,Linux-5.4.0-94-generic-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Gold 5120 CPU @ 2.20GHz,1,1 x NVIDIA GeForce RTX 2080 Ti,9.491,51.2993,770.0,machine,N,MaxPool2d,3,4090829680,157,209,7,230,3,0,3,,
18,2022-12-24T04:22:21,085e56e8-13c3-4f4a-8e35-4ea96388719d,37.18073129653931,0.0011860430086402,0.0318993996966019,73.78399024153771,30.533,288.75,0.0007647840812712,0.0003121461848379,0.002863411955287,0.0039403422213962,Germany,DEU,,,,Linux-5.4.0-94-generic-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Gold 5120 CPU @ 2.20GHz,1,1 x NVIDIA GeForce RTX 2080 Ti,9.491,51.2993,770.0,machine,N,MaxPool2d,1,3680381952,17,213,6,278,1,0,3,,
19,2022-12-24T04:23:04,02f2f2c2-aadd-453a-abaa-8f88cace3730,37.187087297439575,0.001185330928873,0.0318747988889867,73.72007487041816,30.283,288.75,0.0007631288446692,0.0003091605303396,0.0028656871328751,0.0039379765078839,Germany,DEU,,,,Linux-5.4.0-94-generic-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Gold 5120 CPU @ 2.20GHz,1,1 x NVIDIA GeForce RTX 2080 Ti,9.491,51.2993,770.0,machine,N,MaxPool2d,2,3680381952,17,213,6,278,1,0,3,,
20,2022-12-24T04:23:47,d99640fc-fa1c-4429-8f14-c174261d026d,37.18229460716248,0.0011866949998166,0.0319155934929314,73.83224062233907,30.1,288.75,0.000764743459572,0.0003104480754096,0.0028673167700568,0.0039425083050385,Germany,DEU,,,,Linux-5.4.0-94-generic-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Gold 5120 CPU @ 2.20GHz,1,1 x NVIDIA GeForce RTX 2080 Ti,9.491,51.2993,770.0,machine,N,MaxPool2d,3,3680381952,17,213,6,278,1,0,3,,
21,2022-12-24T04:24:24,2c9dbeb4-cd13-4a18-b989-197d1a4e1ab8,30.599396228790283,0.0009746960423988,0.0318534403460489,73.74290580896128,29.805000000000003,288.75,0.0006269948815955,0.0002549922000377,0.0023562057502567,0.0032381928318899,Germany,DEU,,,,Linux-5.4.0-94-generic-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Gold 5120 CPU @ 2.20GHz,1,1 x NVIDIA GeForce RTX 2080 Ti,9.491,51.2993,770.0,machine,N,MaxPool2d,1,752388000,60,107,10,371,4,2,17,,
22,2022-12-24T04:25:01,17a9c043-7b45-488b-8f18-ed6bdd330ff9,30.51398038864136,0.0009733253038906,0.0318976839957926,73.78025845232098,30.376,288.75,0.0006252140485041,0.000254405167397,0.0023540196674565,0.0032336388833577,Germany,DEU,,,,Linux-5.4.0-94-generic-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Gold 5120 CPU @ 2.20GHz,1,1 x NVIDIA GeForce RTX 2080 Ti,9.491,51.2993,770.0,machine,N,MaxPool2d,2,752388000,60,107,10,371,4,2,17,,
23,2022-12-24T04:25:38,05e7f4b4-c848-462e-a1bf-a9dc85218ee0,30.597792387008667,0.0009763611815157,0.0319095302421328,73.8508285375755,30.214,288.75,0.0006275910245724,0.0002549473206371,0.0023611865103244,0.003243724855534,Germany,DEU,,,,Linux-5.4.0-94-generic-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Gold 5120 CPU @ 2.20GHz,1,1 x NVIDIA GeForce RTX 2080 Ti,9.491,51.2993,770.0,machine,N,MaxPool2d,3,752388000,60,107,10,371,4,2,17,,
24,2022-12-24T04:26:13,b753e504-1382-45bf-8403-71797e206a39,30.0497784614563,0.0009647150837333,0.032103900032764,75.5873304738765,29.982,288.75,0.000629683713191,0.0002504125023495,0.0023249372852345,0.003205033500775,Germany,DEU,,,,Linux-5.4.0-94-generic-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Gold 5120 CPU @ 2.20GHz,1,1 x NVIDIA GeForce RTX 2080 Ti,9.491,51.2993,770.0,machine,N,MaxPool2d,1,38781216,64,180,3,17,2,0,149,,
25,2022-12-24T04:26:48,4ff6abb7-9f6d-4f09-a51b-e3dcc892ebf3,30.234445095062256,0.0010405403115019,0.0344157237955032,75.78657930726365,30.355,288.75,0.0006334787876159,0.0002547826035571,0.0025686831653118,0.0034569445564849,Germany,DEU,,,,Linux-5.4.0-94-generic-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Gold 5120 CPU @ 2.20GHz,1,1 x NVIDIA GeForce RTX 2080 Ti,9.491,51.2993,770.0,machine,N,MaxPool2d,2,38781216,64,180,3,17,2,0,150,,
26,2022-12-24T04:27:23,f5c1c6f5-0184-4350-a6e9-c672ab1c2cd6,30.21234941482544,0.0010399666549181,0.0344219061099512,73.73436447168332,30.377,288.75,0.0006333806908708,0.0002550448888369,0.0025666131409506,0.0034550387206583,Germany,DEU,,,,Linux-5.4.0-94-generic-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Gold 5120 CPU @ 2.20GHz,1,1 x NVIDIA GeForce RTX 2080 Ti,9.491,51.2993,770.0,machine,N,MaxPool2d,3,38781216,64,180,3,17,2,0,150,,
27,2022-12-24T04:27:59,c3f8c981-464b-461b-9263-3ec5441b7932,31.36893892288208,0.0010014438584529,0.0319246966215497,73.80010174088126,30.389,288.75,0.0006433311329978,0.0002628396554781,0.0024208852196733,0.0033270560081492,Germany,DEU,,,,Linux-5.4.0-94-generic-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Gold 5120 CPU @ 2.20GHz,1,1 x NVIDIA GeForce RTX 2080 Ti,9.491,51.2993,770.0,machine,N,MaxPool2d,1,776042568,28,184,6,47,1,1,12,,
28,2022-12-24T04:28:34,63a8ef12-57ad-4835-acf9-1189c9b9daac,30.643786907196045,0.0009777781672293,0.0319078764707023,73.96453376088178,30.482,288.75,0.0006287327360413,0.0002589376222445,0.002360762090981,0.0032484324492669,Germany,DEU,,,,Linux-5.4.0-94-generic-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Gold 5120 CPU @ 2.20GHz,1,1 x NVIDIA GeForce RTX 2080 Ti,9.491,51.2993,770.0,machine,N,MaxPool2d,2,776042568,28,184,6,47,1,1,12,,
29,2022-12-24T04:29:10,edaf9042-7e46-4e8c-bbe2-86a7b87c2c21,31.385897397994995,0.0010032441764602,0.0319648077522969,74.56345993847023,30.354,288.75,0.0006440225077175,0.0002644204865552,0.0024245941368242,0.003333037131097,Germany,DEU,,,,Linux-5.4.0-94-generic-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Gold 5120 CPU @ 2.20GHz,1,1 x NVIDIA GeForce RTX 2080 Ti,9.491,51.2993,770.0,machine,N,MaxPool2d,3,776042568,28,184,6,47,1,1,12,,
30,2022-12-24T04:30:06,da9f0520-2a97-4c98-b496-748a41715e7d,32.299315452575684,0.0010369151417135,0.0321033163453886,75.52841150121841,30.204,288.75,0.0006757335044752,0.000272026731555,0.0024971405670046,0.003444900803035,Germany,DEU,,,,Linux-5.4.0-94-generic-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Gold 5120 CPU @ 2.20GHz,1,1 x NVIDIA GeForce RTX 2080 Ti,9.491,51.2993,770.0,machine,N,MaxPool2d,1,1250667062,235,184,5,311,5,2,6,,
31,2022-12-24T04:31:02,66e6c291-a9ef-466e-96a1-272f72ccaaa3,32.5653281211853,0.0010444270902027,0.032071750860797,75.29570990372818,30.618,288.75,0.0006804078568258,0.000275197694433,0.0025142518912752,0.003469857442534,Germany,DEU,,,,Linux-5.4.0-94-generic-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Gold 5120 CPU @ 2.20GHz,1,1 x NVIDIA GeForce RTX 2080 Ti,9.491,51.2993,770.0,machine,N,MaxPool2d,2,1250667062,235,184,5,311,5,2,6,,
32,2022-12-24T04:31:58,bf9e15fc-5836-47b1-9c8c-467adaa726f6,32.311031341552734,0.0010364487295653,0.0320772406986728,75.63054002553466,30.393,288.75,0.0006756379335654,0.0002716704296483,0.0024960428978006,0.0034433512610144,Germany,DEU,,,,Linux-5.4.0-94-generic-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Gold 5120 CPU @ 2.20GHz,1,1 x NVIDIA GeForce RTX 2080 Ti,9.491,51.2993,770.0,machine,N,MaxPool2d,3,1250667062,235,184,5,311,5,2,6,,
33,2022-12-24T04:32:32,c66d2192-7f97-4499-895f-6d9186442f31,30.03287935256958,0.0009609942111995,0.0319980711778573,73.58475788776076,30.984,288.75,0.000614144104926,0.000254468581454,0.0023240591116249,0.003192671798005,Germany,DEU,,,,Linux-5.4.0-94-generic-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Gold 5120 CPU @ 2.20GHz,1,1 x NVIDIA GeForce RTX 2080 Ti,9.491,51.2993,770.0,machine,N,MaxPool2d,1,289674,133,21,11,1,3,3,46356,,
34,2022-12-24T04:33:07,dbb2575f-abf7-4c0a-8a7a-794d68146d06,30.0332944393158,0.0009608395380352,0.031992478879621,73.62575608850534,30.652,288.75,0.0006139195805797,0.0002541046802786,0.0023241336728135,0.0031921579336719,Germany,DEU,,,,Linux-5.4.0-94-generic-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Gold 5120 CPU @ 2.20GHz,1,1 x NVIDIA GeForce RTX 2080 Ti,9.491,51.2993,770.0,machine,N,MaxPool2d,2,289674,133,21,11,1,3,3,46882,,
35,2022-12-24T04:33:41,3d99c111-f0d8-448d-aa7d-4706912da833,30.030657529830933,0.0009603077566561,0.0319775801013436,73.62547349128957,30.203,288.75,0.0006133253026042,0.0002520834231452,0.0023249824923773,0.0031903912181268,Germany,DEU,,,,Linux-5.4.0-94-generic-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Gold 5120 CPU @ 2.20GHz,1,1 x NVIDIA GeForce RTX 2080 Ti,9.491,51.2993,770.0,machine,N,MaxPool2d,3,289674,133,21,11,1,3,3,46586,,
36,2022-12-24T04:34:23,76a1746b-fb81-4186-a7bb-b9685d3661e0,33.01023721694946,0.0010549478085356,0.03195820137863,73.81063172335556,29.982,288.75,0.0006771008589024,0.000276451067949,0.0025512580682833,0.0035048099951349,Germany,DEU,,,,Linux-5.4.0-94-generic-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Gold 5120 CPU @ 2.20GHz,1,1 x NVIDIA GeForce RTX 2080 Ti,9.491,51.2993,770.0,machine,N,MaxPool2d,1,3578450400,92,215,7,144,2,0,3,,
37,2022-12-24T04:35:06,84be3559-5c2f-419d-9768-b1d36477b607,33.06384897232056,0.0010566133900804,0.0319567570903499,73.86737045694274,29.911000000000005,288.75,0.0006784568544317,0.0002772838110495,0.0025546028231581,0.0035103434886394,Germany,DEU,,,,Linux-5.4.0-94-generic-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Gold 5120 CPU @ 2.20GHz,1,1 x NVIDIA GeForce RTX 2080 Ti,9.491,51.2993,770.0,machine,N,MaxPool2d,2,3578450400,92,215,7,144,2,0,3,,
38,2022-12-24T04:35:48,ec2d66d9-4a00-4096-b9e8-7e2bed455329,32.927205085754395,0.0010520687446994,0.0319513527479633,73.82505189661259,30.502,288.75,0.0006751647087424,0.0002773461396706,0.0025427341505885,0.0034952449990015,Germany,DEU,,,,Linux-5.4.0-94-generic-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Gold 5120 CPU @ 2.20GHz,1,1 x NVIDIA GeForce RTX 2080 Ti,9.491,51.2993,770.0,machine,N,MaxPool2d,3,3578450400,92,215,7,144,2,0,3,,
39,2022-12-24T04:36:29,7d8b8602-d517-41d0-aebb-a6e728a7b1c5,33.688127517700195,0.0010746694771034,0.0319005405254051,74.2760969899863,30.013,288.75,0.0007011773548303,0.0002813872189385,0.0025877659149467,0.0035703304887156,Germany,DEU,,,,Linux-5.4.0-94-generic-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Gold 5120 CPU @ 2.20GHz,1,1 x NVIDIA GeForce RTX 2080 Ti,9.491,51.2993,770.0,machine,N,MaxPool2d,1,893760000,190,143,4,120,2,0,8,,
40,2022-12-24T04:37:11,bcf6679e-49d8-4e95-b7d1-47870cac6518,33.572561740875244,0.0010731600326649,0.0319653900988553,75.19113435928479,29.86,288.75,0.0006977979460156,0.0002792501661566,0.0025882676109671,0.0035653157231394,Germany,DEU,,,,Linux-5.4.0-94-generic-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Gold 5120 CPU @ 2.20GHz,1,1 x NVIDIA GeForce RTX 2080 Ti,9.491,51.2993,770.0,machine,N,MaxPool2d,2,893760000,190,143,4,120,2,0,8,,
41,2022-12-24T04:37:53,66424d29-988f-45c4-aa59-f33a581dfca0,33.68755912780762,0.0010758670897215,0.0319366293544685,73.9575698373169,29.873,288.75,0.0006980791987406,0.0002803021616623,0.0025959279077748,0.0035743092681778,Germany,DEU,,,,Linux-5.4.0-94-generic-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Gold 5120 CPU @ 2.20GHz,1,1 x NVIDIA GeForce RTX 2080 Ti,9.491,51.2993,770.0,machine,N,MaxPool2d,3,893760000,190,143,4,120,2,0,8,,
42,2022-12-24T04:40:28,62000c1e-f6e7-4886-806c-03abff1f3c3a,124.18904972076416,0.0039666372219137,0.0319403138266423,73.47504732711616,30.373,288.75,0.0025441475403163,0.0010396251874932,0.0095944240227341,0.0131781967505438,Germany,DEU,,,,Linux-5.4.0-94-generic-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Gold 5120 CPU @ 2.20GHz,1,1 x NVIDIA GeForce RTX 2080 Ti,9.491,51.2993,770.0,machine,N,MaxPool2d,1,50876207525,226,220,11,325,2,2,1,,
43,2022-12-24T04:43:04,170b6220-7979-4cab-a37f-32f29b78d32a,124.45122385025024,0.0039789923411942,0.0319723038319178,73.23338514835311,30.585,288.75,0.0025474771040911,0.0010583158702113,0.00961345068415,0.0132192436584525,Germany,DEU,,,,Linux-5.4.0-94-generic-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Gold 5120 CPU @ 2.20GHz,1,1 x NVIDIA GeForce RTX 2080 Ti,9.491,51.2993,770.0,machine,N,MaxPool2d,2,50876207525,226,220,11,325,2,2,1,,
44,2022-12-24T04:45:40,9f35c222-b114-4bae-bbdd-07442803532c,124.12141251564026,0.0039647531780566,0.0319425399510101,73.62376708546594,30.205,288.75,0.0025439508040479,0.0010477438395276,0.0095802428250511,0.0131719374686267,Germany,DEU,,,,Linux-5.4.0-94-generic-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Gold 5120 CPU @ 2.20GHz,1,1 x NVIDIA GeForce RTX 2080 Ti,9.491,51.2993,770.0,machine,N,MaxPool2d,3,50876207525,226,220,11,325,2,2,1,,
45,2022-12-24T04:46:20,6edebc21-534c-413c-b863-ce3559070449,31.59432816505432,0.0010099810837157,0.0319671644365854,74.21186078573982,29.992,288.75,0.0006514243633612,0.0002667080374089,0.0024372864820063,0.0033554188827765,Germany,DEU,,,,Linux-5.4.0-94-generic-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Gold 5120 CPU @ 2.20GHz,1,1 x NVIDIA GeForce RTX 2080 Ti,9.491,51.2993,770.0,machine,N,MaxPool2d,1,623450520,170,74,7,462,4,1,16,,
46,2022-12-24T04:46:59,338906b4-1984-4383-a437-7f3173d62dbb,31.186364889144897,0.000995911692497,0.0319342025284808,74.63650736171508,30.555,288.75,0.0006426971655461,0.0002621459558146,0.0024038335978984,0.0033086767192593,Germany,DEU,,,,Linux-5.4.0-94-generic-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Gold 5120 CPU @ 2.20GHz,1,1 x NVIDIA GeForce RTX 2080 Ti,9.491,51.2993,770.0,machine,N,MaxPool2d,2,623450520,170,74,7,462,4,1,16,,
47,2022-12-24T04:47:38,832e31b3-8e64-4c4e-a82b-db033f9dddfa,31.07935929298401,0.0009904554137197,0.0318685917680217,74.09390728532665,30.376,288.75,0.0006399955167182,0.0002603749976911,0.0023901790328323,0.0032905495472418,Germany,DEU,,,,Linux-5.4.0-94-generic-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Gold 5120 CPU @ 2.20GHz,1,1 x NVIDIA GeForce RTX 2080 Ti,9.491,51.2993,770.0,machine,N,MaxPool2d,3,623450520,170,74,7,462,4,1,16,,
48,2022-12-24T04:48:15,54ed4440-bf9a-4bff-ab78-8ce973804554,30.62772512435913,0.0009762383136253,0.0318743331299166,73.86224704579944,30.619,288.75,0.000627187260916,0.0002569036017186,0.0023592257939279,0.0032433166565625,Germany,DEU,,,,Linux-5.4.0-94-generic-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Gold 5120 CPU @ 2.20GHz,1,1 x NVIDIA GeForce RTX 2080 Ti,9.491,51.2993,770.0,machine,N,MaxPool2d,1,1822865000,131,154,11,92,3,2,7,,
49,2022-12-24T04:48:53,212a4e23-13be-4d65-8261-0694aa02888c,30.63913059234619,0.0009757151816753,0.031845393874167,73.7742414232203,30.158,288.75,0.0006273309643643,0.0002568048276538,0.0023574428846438,0.0032415786766621,Germany,DEU,,,,Linux-5.4.0-94-generic-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Gold 5120 CPU @ 2.20GHz,1,1 x NVIDIA GeForce RTX 2080 Ti,9.491,51.2993,770.0,machine,N,MaxPool2d,2,1822865000,131,154,11,92,3,2,7,,
